log,cleaned_log,label,stage,severity,root_cause,log_length
"2026-04-01T12:24:12.000Z ##[group]Run CI for vercel/next.js
2026-04-01T12:24:12.000Z Runner image: ubuntu-latest
2026-04-01T12:24:12.000Z Language: rust
2026-04-01T12:24:12.000Z make build-ci -j4
2026-04-01T12:24:12.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:24:12.000Z ##[error]Build failed with exit code 2",2026-04-01t12:24:12.000z group run ci for vercel/next.js 2026-04-01t12:24:12.000z runner image: ubuntu-latest 2026-04-01t12:24:12.000z language: rust 2026-04-01t12:24:12.000z make build-ci -j4 2026-04-01t12:24:12.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,228.0
"2026-04-01T08:08:03.000Z ##[group]Run CI for facebook/react
2026-04-01T08:08:03.000Z Runner image: ubuntu-latest
2026-04-01T08:08:03.000Z Language: rust
2026-04-01T08:08:03.000Z FAIL compiler/src/tests/error_reporting.rs
2026-04-01T08:08:03.000Z AssertionError: expected 2 but received 13
2026-04-01T08:08:03.000Z ##[error]Test suite failed with exit code 1",2026-04-01t08:08:03.000z group run ci for facebook/react 2026-04-01t08:08:03.000z runner image: ubuntu-latest 2026-04-01t08:08:03.000z language: rust 2026-04-01t08:08:03.000z fail compiler/src/tests/error_reporting.rs 2026-04-01t08:08:03.000z assertionerror: expected 2,Test Failure,test,medium,Assertion mismatch in CI test suite,269.0
"2026-04-15T10:40:42.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-15T10:40:42.000Z Runner image: macos-latest
2026-04-15T10:40:42.000Z Language: python
2026-04-15T10:40:42.000Z src/scheduler/handler.py:45: SyntaxError: unexpected token '{'
2026-04-15T10:40:42.000Z pylint: E0001 syntax-error
2026-04-15T10:40:42.000Z ##[error]Build stopped due to syntax error",2026-04-15t10:40:42.000z group run ci for tensorflow/tensorflow 2026-04-15t10:40:42.000z runner image: macos-latest 2026-04-15t10:40:42.000z language: python 2026-04-15t10:40:42.000z src/scheduler/handler.py:45: syntaxerror: unexpected token 2026-04-15t10:40:42.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,
"2026-04-02T09:57:10.000Z ##[group]Run CI for facebook/react
2026-04-02T09:57:10.000Z Runner image: ubuntu-latest
2026-04-02T09:57:10.000Z Language: go
2026-04-02T09:57:10.000Z Pulling cache layer from registry
2026-04-02T09:57:10.000Z error: failed to solve: no space left on device
2026-04-02T09:57:10.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t09:57:10.000z group run ci for facebook/react 2026-04-02t09:57:10.000z runner image: ubuntu-latest 2026-04-02t09:57:10.000z language: go 2026-04-02t09:57:10.000z pulling cache layer from registry 2026-04-02t09:57:10.000z,Infrastructure Error,build,high,Runner or external service instability,231.0
"2026-04-08T09:46:04.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-08T09:46:04.000Z Runner image: ubuntu-latest
2026-04-08T09:46:04.000Z Language: node
2026-04-08T09:46:04.000Z pytest -m integration --maxfail=1
2026-04-08T09:46:04.000Z Error: Process timed out after 10 minutes
2026-04-08T09:46:04.000Z ##[error]The operation was canceled",2026-04-08t09:46:04.000z group run ci for spring-projects/spring-boot 2026-04-08t09:46:04.000z runner image: ubuntu-latest 2026-04-08t09:46:04.000z language: node 2026-04-08t09:46:04.000z pytest -m integration --maxfail 1 2026-04-08t09:46:04.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,
"2026-04-01T16:36:19.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T16:36:19.000Z Runner image: ubuntu-latest
2026-04-01T16:36:19.000Z Language: python
2026-04-01T16:36:19.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-01T16:36:19.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-01T16:36:19.000Z ##[error]permission denied while accessing deployment secret",2026-04-01t16:36:19.000z group run ci for spring-projects/spring-boot 2026-04-01t16:36:19.000z runner image: ubuntu-latest 2026-04-01t16:36:19.000z language: python 2026-04-01t16:36:19.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-01t16:36:19.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",275.0
"2026-04-04T21:50:47.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-04T21:50:47.000Z Runner image: ubuntu-latest
2026-04-04T21:50:47.000Z Language: python
2026-04-04T21:50:47.000Z Starting module compiler
2026-04-04T21:50:47.000Z Traceback (most recent call last): ValueError: invalid state transition in compiler
2026-04-04T21:50:47.000Z ##[error]Runtime exception in test process",2026-04-04t21:50:47.000z group run ci for tensorflow/tensorflow 2026-04-04t21:50:47.000z runner image: ubuntu-latest 2026-04-04t21:50:47.000z language: python 2026-04-04t21:50:47.000z starting module compiler 2026-04-04t21:50:47.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,
"2026-04-01T13:47:53.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T13:47:53.000Z Runner image: macos-latest
2026-04-01T13:47:53.000Z Language: python
2026-04-01T13:47:53.000Z Starting module router
2026-04-01T13:47:53.000Z Traceback (most recent call last): ValueError: invalid state transition in router
2026-04-01T13:47:53.000Z ##[error]Runtime exception in test process",2026-04-01t13:47:53.000z group run ci for spring-projects/spring-boot 2026-04-01t13:47:53.000z runner image: macos-latest 2026-04-01t13:47:53.000z language: python 2026-04-01t13:47:53.000z starting module router 2026-04-01t13:47:53.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,251.0
"2026-04-11T21:00:34.000Z ##[group]Run CI for vercel/next.js
2026-04-11T21:00:34.000Z Runner image: ubuntu-latest
2026-04-11T21:00:34.000Z Language: go
2026-04-11T21:00:34.000Z src/compiler/handler.py:222: SyntaxError: unexpected token '['
2026-04-11T21:00:34.000Z pylint: E0001 syntax-error
2026-04-11T21:00:34.000Z ##[error]Build stopped due to syntax error",2026-04-11t21:00:34.000z group run ci for vercel/next.js 2026-04-11t21:00:34.000z runner image: ubuntu-latest 2026-04-11t21:00:34.000z language: go 2026-04-11t21:00:34.000z src/compiler/handler.py:222: syntaxerror: unexpected token 2026-04-11t21:00:34.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,
"2026-04-08T07:22:42.000Z ##[group]Run CI for facebook/react
2026-04-08T07:22:42.000Z Runner image: windows-latest
2026-04-08T07:22:42.000Z Language: node
2026-04-08T07:22:42.000Z ERROR: Module not found: Cannot resolve 'react-dom'
2026-04-08T07:22:42.000Z npm ERR! code E404
2026-04-08T07:22:42.000Z ##[error]Dependency installation failed",2026-04-08t07:22:42.000z group run ci for facebook/react 2026-04-08t07:22:42.000z runner image: windows-latest 2026-04-08t07:22:42.000z language: node 2026-04-08t07:22:42.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency,
"2026-04-08T07:32:14.000Z ##[group]Run CI for apache/spark
2026-04-08T07:32:14.000Z Runner image: windows-latest
2026-04-08T07:32:14.000Z Language: java
2026-04-08T07:32:14.000Z ERROR: Module not found: Cannot resolve 'react-dom'
2026-04-08T07:32:14.000Z npm ERR! code E404
2026-04-08T07:32:14.000Z ##[error]Dependency installation failed",2026-04-08t07:32:14.000z group run ci for apache/spark 2026-04-08t07:32:14.000z runner image: windows-latest 2026-04-08t07:32:14.000z language: java 2026-04-08t07:32:14.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency,
"2026-04-02T12:57:20.000Z ##[group]Run CI for django/django
2026-04-02T12:57:20.000Z Runner image: macos-latest
2026-04-02T12:57:20.000Z Language: python
2026-04-02T12:57:20.000Z validating .github/workflows/ci.yml
2026-04-02T12:57:20.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-02T12:57:20.000Z ##[error]Invalid workflow configuration",2026-04-02t12:57:20.000z group run ci for django/django 2026-04-02t12:57:20.000z runner image: macos-latest 2026-04-02t12:57:20.000z language: python 2026-04-02t12:57:20.000z validating .github/workflows/ci.yml 2026-04-02t12:57:20.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,258.0
"2026-04-04T18:53:37.000Z ##[group]Run CI for nodejs/node
2026-04-04T18:53:37.000Z Runner image: ubuntu-latest
2026-04-04T18:53:37.000Z Language: java
2026-04-04T18:53:37.000Z FAIL compiler/src/tests/error_reporting.rs
2026-04-04T18:53:37.000Z AssertionError: expected 1 but received 16
2026-04-04T18:53:37.000Z ##[error]Test suite failed with exit code 1",2026-04-04t18:53:37.000z group run ci for nodejs/node 2026-04-04t18:53:37.000z runner image: ubuntu-latest 2026-04-04t18:53:37.000z language: java 2026-04-04t18:53:37.000z fail compiler/src/tests/error_reporting.rs 2026-04-04t18:53:37.000z assertionerror: expected 1,Test Failure,test,medium,Assertion mismatch in CI test suite,
"2026-04-02T16:44:50.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-02T16:44:50.000Z Runner image: macos-latest
2026-04-02T16:44:50.000Z Language: node
2026-04-02T16:44:50.000Z Pulling cache layer from registry
2026-04-02T16:44:50.000Z error: failed to solve: no space left on device
2026-04-02T16:44:50.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t16:44:50.000z group run ci for spring-projects/spring-boot 2026-04-02t16:44:50.000z runner image: macos-latest 2026-04-02t16:44:50.000z language: node 2026-04-02t16:44:50.000z pulling cache layer from registry 2026-04-02t16:44:50.000z,Infrastructure Error,build,high,Runner or external service instability,245.0
"2026-04-11T19:54:01.000Z ##[group]Run CI for pytorch/pytorch
2026-04-11T19:54:01.000Z Runner image: macos-latest
2026-04-11T19:54:01.000Z Language: rust
2026-04-11T19:54:01.000Z ERROR: Module not found: Cannot resolve 'react-dom'
2026-04-11T19:54:01.000Z npm ERR! code E404
2026-04-11T19:54:01.000Z ##[error]Dependency installation failed",2026-04-11t19:54:01.000z group run ci for pytorch/pytorch 2026-04-11t19:54:01.000z runner image: macos-latest 2026-04-11t19:54:01.000z language: rust 2026-04-11t19:54:01.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency,
"2026-04-02T14:16:37.000Z ##[group]Run CI for facebook/react
2026-04-02T14:16:37.000Z Runner image: macos-latest
2026-04-02T14:16:37.000Z Language: rust
2026-04-02T14:16:37.000Z helm upgrade --install api ./charts/api
2026-04-02T14:16:37.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-02T14:16:37.000Z ##[error]Deployment failed in production stage",2026-04-02t14:16:37.000z group run ci for facebook/react 2026-04-02t14:16:37.000z runner image: macos-latest 2026-04-02t14:16:37.000z language: rust 2026-04-02t14:16:37.000z helm upgrade --install api ./charts/api 2026-04-02t14:16:37.000z,Deployment Error,deploy,high,Release or deployment command failed,238.0
"2026-04-02T00:56:44.000Z ##[group]Run CI for nodejs/node
2026-04-02T00:56:44.000Z Runner image: ubuntu-latest
2026-04-02T00:56:44.000Z Language: python
2026-04-02T00:56:44.000Z Pulling cache layer from registry
2026-04-02T00:56:44.000Z error: failed to solve: no space left on device
2026-04-02T00:56:44.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t00:56:44.000z group run ci for nodejs/node 2026-04-02t00:56:44.000z runner image: ubuntu-latest 2026-04-02t00:56:44.000z language: python 2026-04-02t00:56:44.000z pulling cache layer from registry 2026-04-02t00:56:44.000z,Infrastructure Error,build,high,Runner or external service instability,232.0
"2026-04-04T23:48:41.000Z ##[group]Run CI for angular/angular
2026-04-04T23:48:41.000Z Runner image: ubuntu-latest
2026-04-04T23:48:41.000Z Language: python
2026-04-04T23:48:41.000Z validating .github/workflows/ci.yml
2026-04-04T23:48:41.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-04T23:48:41.000Z ##[error]Invalid workflow configuration",2026-04-04t23:48:41.000z group run ci for angular/angular 2026-04-04t23:48:41.000z runner image: ubuntu-latest 2026-04-04t23:48:41.000z language: python 2026-04-04t23:48:41.000z validating .github/workflows/ci.yml 2026-04-04t23:48:41.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,
"2026-04-15T14:08:45.000Z ##[group]Run CI for django/django
2026-04-15T14:08:45.000Z Runner image: ubuntu-latest
2026-04-15T14:08:45.000Z Language: java
2026-04-15T14:08:45.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-15T14:08:45.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-15T14:08:45.000Z ##[error]permission denied while accessing deployment secret",2026-04-15t14:08:45.000z group run ci for django/django 2026-04-15t14:08:45.000z runner image: ubuntu-latest 2026-04-15t14:08:45.000z language: java 2026-04-15t14:08:45.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-15t14:08:45.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",
"2026-04-08T12:08:08.000Z ##[group]Run CI for angular/angular
2026-04-08T12:08:08.000Z Runner image: ubuntu-latest
2026-04-08T12:08:08.000Z Language: java
2026-04-08T12:08:08.000Z make build-ci -j4
2026-04-08T12:08:08.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-08T12:08:08.000Z ##[error]Build failed with exit code 2",2026-04-08t12:08:08.000z group run ci for angular/angular 2026-04-08t12:08:08.000z runner image: ubuntu-latest 2026-04-08t12:08:08.000z language: java 2026-04-08t12:08:08.000z make build-ci -j4 2026-04-08t12:08:08.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,
"2026-04-01T16:24:09.000Z ##[group]Run CI for vercel/next.js
2026-04-01T16:24:09.000Z Runner image: ubuntu-latest
2026-04-01T16:24:09.000Z Language: node
2026-04-01T16:24:09.000Z validating .github/workflows/ci.yml
2026-04-01T16:24:09.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-01T16:24:09.000Z ##[error]Invalid workflow configuration",2026-04-01t16:24:09.000z group run ci for vercel/next.js 2026-04-01t16:24:09.000z runner image: ubuntu-latest 2026-04-01t16:24:09.000z language: node 2026-04-01t16:24:09.000z validating .github/workflows/ci.yml 2026-04-01t16:24:09.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,258.0
"2026-04-01T10:08:05.000Z ##[group]Run CI for apache/spark
2026-04-01T10:08:05.000Z Runner image: ubuntu-latest
2026-04-01T10:08:05.000Z Language: python
2026-04-01T10:08:05.000Z pytest -m integration --maxfail=1
2026-04-01T10:08:05.000Z Error: Process timed out after 30 minutes
2026-04-01T10:08:05.000Z ##[error]The operation was canceled",2026-04-01t10:08:05.000z group run ci for apache/spark 2026-04-01t10:08:05.000z runner image: ubuntu-latest 2026-04-01t10:08:05.000z language: python 2026-04-01t10:08:05.000z pytest -m integration --maxfail 1 2026-04-01t10:08:05.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,233.0
"2026-04-01T16:44:37.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T16:44:37.000Z Runner image: ubuntu-latest
2026-04-01T16:44:37.000Z Language: rust
2026-04-01T16:44:37.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-01T16:44:37.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-01T16:44:37.000Z ##[error]permission denied while accessing deployment secret",2026-04-01t16:44:37.000z group run ci for spring-projects/spring-boot 2026-04-01t16:44:37.000z runner image: ubuntu-latest 2026-04-01t16:44:37.000z language: rust 2026-04-01t16:44:37.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-01t16:44:37.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",273.0
2026-04-10T10:38:37.1049468Z Removing test/e2e/app-dir/parallel-routes-leaf-segments/parallel-routes-leaf-segments.no-build-error.test.ts.results.json 2026-04-10T10:38:37.1067469Z Removing test/e2e/next-link-errors/next-link-errors.test.ts.results.json 2026-04-10T10:38:37.1132775Z Removing test/e2e/on-request-error/basic/basic.test.ts.results.json 2026-04-10T10:38:37.1140075Z Removing test/production/fallback-export-error/index.test.ts.results.json 2026-04-10T10:39:16.2855041Z Failed to auto merge main branch: Error: Command failed: cd /github/runner_temp/next-stats-hU2gpI/diff-repo && git merge upstream/canary,tz removing testeeappdirparallelroutesleafsegmentsparallelroutesleafsegmentsnobuilderrortesttsresultsjson tz removing,Test Failure,test,medium,Assertion or test case failure,117.0
"2026-04-15T08:24:00.000Z ##[group]Run CI for vercel/next.js
2026-04-15T08:24:00.000Z Runner image: windows-latest
2026-04-15T08:24:00.000Z Language: python
2026-04-15T08:24:00.000Z ERROR: Module not found: Cannot resolve 'spring-core'
2026-04-15T08:24:00.000Z npm ERR! code E404
2026-04-15T08:24:00.000Z ##[error]Dependency installation failed",2026-04-15t08:24:00.000z group run ci for vercel/next.js 2026-04-15t08:24:00.000z runner image: windows-latest 2026-04-15t08:24:00.000z language: python 2026-04-15t08:24:00.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency,
"2026-04-01T21:33:39.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T21:33:39.000Z Runner image: windows-latest
2026-04-01T21:33:39.000Z Language: node
2026-04-01T21:33:39.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-01T21:33:39.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-01T21:33:39.000Z ##[error]permission denied while accessing deployment secret",2026-04-01t21:33:39.000z group run ci for spring-projects/spring-boot 2026-04-01t21:33:39.000z runner image: windows-latest 2026-04-01t21:33:39.000z language: node 2026-04-01t21:33:39.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-01t21:33:39.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",274.0
"2026-04-08T06:48:03.000Z ##[group]Run CI for facebook/react
2026-04-08T06:48:03.000Z Runner image: ubuntu-latest
2026-04-08T06:48:03.000Z Language: rust
2026-04-08T06:48:03.000Z FAIL compiler/src/tests/error_reporting.rs
2026-04-08T06:48:03.000Z AssertionError: expected 2 but received 13
2026-04-08T06:48:03.000Z ##[error]Test suite failed with exit code 1",2026-04-08t06:48:03.000z group run ci for facebook/react 2026-04-08t06:48:03.000z runner image: ubuntu-latest 2026-04-08t06:48:03.000z language: rust 2026-04-08t06:48:03.000z fail compiler/src/tests/error_reporting.rs 2026-04-08t06:48:03.000z assertionerror: expected 2,Test Failure,test,medium,Assertion mismatch in CI test suite,
"2026-04-11T05:35:08.7117206Z ##[group]Run if [[ ""$MODULES_TO_TEST"" == *""pyspark-errors""* ]]; then 2026-04-11T05:35:08.7117673Z [36;1mif [[ ""$MODULES_TO_TEST"" == *""pyspark-errors""* ]]; then[0m 2026-04-11T05:37:25.5825556Z [0m[[0m[33mwarn[0m] [0m[0mApplicable -Wconf / @nowarn filters for this warning: msg=<part of the message>, cat=deprecation, site=org.apache.spark.scheduler.TaskSetExcludelist.updateExcludedForFailedTask, origin=org.apache.spark.scheduler.SparkListenerExecutorBlacklistedForStage, version=3.1.0[0m 2026-04-11T05:37:25.5873844Z [0m[[0m[33mwarn[0m] [0m[0mApplicable -Wconf / @nowarn filters for this warning: msg=<part of the message>, cat=deprecation, site=org.apache.spark.scheduler.TaskSetExcludelist.updateExcludedForFailedTask, origin=org.apache.spark.scheduler.SparkListenerNodeBlacklistedForStage, version=3.1.0[0m 2026-04-11T05:39:59.0838253Z [0m[[0m[33mwarn[0m] [0m[0m    intercept[IllegalArgumentException](new StreamingContext(""nosuchdirectory""))[0m",tz grouprun if modulestotest pysparkerrors then,Runtime Error,build,medium,auto-detected,47.0
"2026-04-12T00:39:40.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-12T00:39:40.000Z Runner image: windows-latest
2026-04-12T00:39:40.000Z Language: rust
2026-04-12T00:39:40.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-12T00:39:40.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-12T00:39:40.000Z ##[error]permission denied while accessing deployment secret",2026-04-12t00:39:40.000z group run ci for tensorflow/tensorflow 2026-04-12t00:39:40.000z runner image: windows-latest 2026-04-12t00:39:40.000z language: rust 2026-04-12t00:39:40.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-12t00:39:40.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",
"2026-04-15T11:12:31.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-15T11:12:31.000Z Runner image: ubuntu-latest
2026-04-15T11:12:31.000Z Language: python
2026-04-15T11:12:31.000Z pytest -m integration --maxfail=1
2026-04-15T11:12:31.000Z Error: Process timed out after 15 minutes
2026-04-15T11:12:31.000Z ##[error]The operation was canceled",2026-04-15t11:12:31.000z group run ci for spring-projects/spring-boot 2026-04-15t11:12:31.000z runner image: ubuntu-latest 2026-04-15t11:12:31.000z language: python 2026-04-15t11:12:31.000z pytest -m integration --maxfail 1 2026-04-15t11:12:31.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,
"2026-04-01T09:46:39.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T09:46:39.000Z Runner image: ubuntu-latest
2026-04-01T09:46:39.000Z Language: node
2026-04-01T09:46:39.000Z src/compiler/handler.py:177: SyntaxError: unexpected token ')'
2026-04-01T09:46:39.000Z pylint: E0001 syntax-error
2026-04-01T09:46:39.000Z ##[error]Build stopped due to syntax error",2026-04-01t09:46:39.000z group run ci for pytorch/pytorch 2026-04-01t09:46:39.000z runner image: ubuntu-latest 2026-04-01t09:46:39.000z language: node 2026-04-01t09:46:39.000z src/compiler/handler.py:177: syntaxerror: unexpected token 2026-04-01t09:46:39.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,267.0
"2026-04-01T19:32:59.000Z ##[group]Run CI for apache/spark
2026-04-01T19:32:59.000Z Runner image: windows-latest
2026-04-01T19:32:59.000Z Language: node
2026-04-01T19:32:59.000Z Starting module scheduler
2026-04-01T19:32:59.000Z Traceback (most recent call last): ValueError: invalid state transition in scheduler
2026-04-01T19:32:59.000Z ##[error]Runtime exception in test process",2026-04-01t19:32:59.000z group run ci for apache/spark 2026-04-01t19:32:59.000z runner image: windows-latest 2026-04-01t19:32:59.000z language: node 2026-04-01t19:32:59.000z starting module scheduler 2026-04-01t19:32:59.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,239.0
"2026-04-02T21:04:35.000Z ##[group]Run CI for nodejs/node
2026-04-02T21:04:35.000Z Runner image: ubuntu-latest
2026-04-02T21:04:35.000Z Language: go
2026-04-02T21:04:35.000Z validating .github/workflows/ci.yml
2026-04-02T21:04:35.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-02T21:04:35.000Z ##[error]Invalid workflow configuration",2026-04-02t21:04:35.000z group run ci for nodejs/node 2026-04-02t21:04:35.000z runner image: ubuntu-latest 2026-04-02t21:04:35.000z language: go 2026-04-02t21:04:35.000z validating .github/workflows/ci.yml 2026-04-02t21:04:35.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,253.0
"2026-04-01T09:03:07.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T09:03:07.000Z Runner image: macos-latest
2026-04-01T09:03:07.000Z Language: python
2026-04-01T09:03:07.000Z FAIL tests/integration/test_auth_flow.py
2026-04-01T09:03:07.000Z AssertionError: expected 9 but received 13
2026-04-01T09:03:07.000Z ##[error]Test suite failed with exit code 1",2026-04-01t09:03:07.000z group run ci for microsoft/vscode 2026-04-01t09:03:07.000z runner image: macos-latest 2026-04-01t09:03:07.000z language: python 2026-04-01t09:03:07.000z fail tests/integration/test_auth_flow.py 2026-04-01t09:03:07.000z assertionerror: expected 9,Test Failure,test,medium,Assertion mismatch in CI test suite,270.0
"2026-04-12T06:27:03.000Z ##[group]Run CI for vercel/next.js
2026-04-12T06:27:03.000Z Runner image: macos-latest
2026-04-12T06:27:03.000Z Language: node
2026-04-12T06:27:03.000Z Pulling cache layer from registry
2026-04-12T06:27:03.000Z error: failed to solve: no space left on device
2026-04-12T06:27:03.000Z ##[error]Runner disk pressure caused job failure",2026-04-12t06:27:03.000z group run ci for vercel/next.js 2026-04-12t06:27:03.000z runner image: macos-latest 2026-04-12t06:27:03.000z language: node 2026-04-12t06:27:03.000z pulling cache layer from registry 2026-04-12t06:27:03.000z,Infrastructure Error,build,high,Runner or external service instability,
"2026-04-12T08:42:32.000Z ##[group]Run CI for nodejs/node
2026-04-12T08:42:32.000Z Runner image: macos-latest
2026-04-12T08:42:32.000Z Language: node
2026-04-12T08:42:32.000Z validating .github/workflows/ci.yml
2026-04-12T08:42:32.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-12T08:42:32.000Z ##[error]Invalid workflow configuration",2026-04-12t08:42:32.000z group run ci for nodejs/node 2026-04-12t08:42:32.000z runner image: macos-latest 2026-04-12t08:42:32.000z language: node 2026-04-12t08:42:32.000z validating .github/workflows/ci.yml 2026-04-12t08:42:32.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,
"2026-04-02T12:48:03.000Z ##[group]Run CI for nodejs/node
2026-04-02T12:48:03.000Z Runner image: windows-latest
2026-04-02T12:48:03.000Z Language: node
2026-04-02T12:48:03.000Z validating .github/workflows/ci.yml
2026-04-02T12:48:03.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-02T12:48:03.000Z ##[error]Invalid workflow configuration",2026-04-02t12:48:03.000z group run ci for nodejs/node 2026-04-02t12:48:03.000z runner image: windows-latest 2026-04-02t12:48:03.000z language: node 2026-04-02t12:48:03.000z validating .github/workflows/ci.yml 2026-04-02t12:48:03.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,256.0
"2026-04-01T19:26:46.000Z ##[group]Run CI for nodejs/node
2026-04-01T19:26:46.000Z Runner image: macos-latest
2026-04-01T19:26:46.000Z Language: go
2026-04-01T19:26:46.000Z Starting module router
2026-04-01T19:26:46.000Z Traceback (most recent call last): ValueError: invalid state transition in router
2026-04-01T19:26:46.000Z ##[error]Runtime exception in test process",2026-04-01t19:26:46.000z group run ci for nodejs/node 2026-04-01t19:26:46.000z runner image: macos-latest 2026-04-01t19:26:46.000z language: go 2026-04-01t19:26:46.000z starting module router 2026-04-01t19:26:46.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,231.0
"2026-04-02T18:12:55.000Z ##[group]Run CI for facebook/react
2026-04-02T18:12:55.000Z Runner image: windows-latest
2026-04-02T18:12:55.000Z Language: java
2026-04-02T18:12:55.000Z Pulling cache layer from registry
2026-04-02T18:12:55.000Z error: failed to solve: no space left on device
2026-04-02T18:12:55.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t18:12:55.000z group run ci for facebook/react 2026-04-02t18:12:55.000z runner image: windows-latest 2026-04-02t18:12:55.000z language: java 2026-04-02t18:12:55.000z pulling cache layer from registry 2026-04-02t18:12:55.000z,Infrastructure Error,build,high,Runner or external service instability,234.0
2026-04-10T00:47:13.1420065Z Removing test/integration/edge-runtime-streaming-error/.next/ 2026-04-10T00:47:13.1420616Z Removing test/integration/edge-runtime-streaming-error/test/index.test.ts.results.json 2026-04-10T00:47:13.1422110Z Removing test/integration/error-in-error/test/index.test.ts.results.json 2026-04-10T00:47:13.1422616Z Removing test/integration/error-plugin-stack-overflow/.next/ 2026-04-10T00:47:13.1423159Z Removing test/integration/error-plugin-stack-overflow/test/index.test.ts.results.json,tz removing testintegrationedgeruntimestreamingerrornext tz removing,Test Failure,test,medium,Assertion or test case failure,68.0
