log,cleaned_log,label,stage,severity,root_cause
"2026-04-02T14:16:37.000Z ##[group]Run CI for facebook/react
2026-04-02T14:16:37.000Z Runner image: macos-latest
2026-04-02T14:16:37.000Z Language: rust
2026-04-02T14:16:37.000Z helm upgrade --install api ./charts/api
2026-04-02T14:16:37.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-02T14:16:37.000Z ##[error]Deployment failed in production stage",2026-04-02t14:16:37.000z group run ci for facebook/react 2026-04-02t14:16:37.000z runner image: macos-latest 2026-04-02t14:16:37.000z language: rust 2026-04-02t14:16:37.000z helm upgrade --install api ./charts/api 2026-04-02t14:16:37.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-01T22:40:13.000Z ##[group]Run CI for django/django
2026-04-01T22:40:13.000Z Runner image: windows-latest
2026-04-01T22:40:13.000Z Language: python
2026-04-01T22:40:13.000Z helm upgrade --install api ./charts/api
2026-04-01T22:40:13.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T22:40:13.000Z ##[error]Deployment failed in production stage",2026-04-01t22:40:13.000z group run ci for django/django 2026-04-01t22:40:13.000z runner image: windows-latest 2026-04-01t22:40:13.000z language: python 2026-04-01t22:40:13.000z helm upgrade --install api ./charts/api 2026-04-01t22:40:13.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-01T14:51:51.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T14:51:51.000Z Runner image: macos-latest
2026-04-01T14:51:51.000Z Language: python
2026-04-01T14:51:51.000Z helm upgrade --install api ./charts/api
2026-04-01T14:51:51.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T14:51:51.000Z ##[error]Deployment failed in production stage",2026-04-01t14:51:51.000z group run ci for microsoft/vscode 2026-04-01t14:51:51.000z runner image: macos-latest 2026-04-01t14:51:51.000z language: python 2026-04-01t14:51:51.000z helm upgrade --install api ./charts/api 2026-04-01t14:51:51.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-01T22:44:29.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T22:44:29.000Z Runner image: ubuntu-latest
2026-04-01T22:44:29.000Z Language: java
2026-04-01T22:44:29.000Z helm upgrade --install api ./charts/api
2026-04-01T22:44:29.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T22:44:29.000Z ##[error]Deployment failed in production stage",2026-04-01t22:44:29.000z group run ci for spring-projects/spring-boot 2026-04-01t22:44:29.000z runner image: ubuntu-latest 2026-04-01t22:44:29.000z language: java 2026-04-01t22:44:29.000z helm upgrade --install api ./charts/api 2026-04-01t22:44:29.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-02T06:39:38.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-02T06:39:38.000Z Runner image: windows-latest
2026-04-02T06:39:38.000Z Language: go
2026-04-02T06:39:38.000Z helm upgrade --install api ./charts/api
2026-04-02T06:39:38.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-02T06:39:38.000Z ##[error]Deployment failed in production stage",2026-04-02t06:39:38.000z group run ci for tensorflow/tensorflow 2026-04-02t06:39:38.000z runner image: windows-latest 2026-04-02t06:39:38.000z language: go 2026-04-02t06:39:38.000z helm upgrade --install api ./charts/api 2026-04-02t06:39:38.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-01T14:54:22.000Z ##[group]Run CI for django/django
2026-04-01T14:54:22.000Z Runner image: macos-latest
2026-04-01T14:54:22.000Z Language: go
2026-04-01T14:54:22.000Z helm upgrade --install api ./charts/api
2026-04-01T14:54:22.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T14:54:22.000Z ##[error]Deployment failed in production stage",2026-04-01t14:54:22.000z group run ci for django/django 2026-04-01t14:54:22.000z runner image: macos-latest 2026-04-01t14:54:22.000z language: go 2026-04-01t14:54:22.000z helm upgrade --install api ./charts/api 2026-04-01t14:54:22.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-02T06:45:58.000Z ##[group]Run CI for pytorch/pytorch
2026-04-02T06:45:58.000Z Runner image: windows-latest
2026-04-02T06:45:58.000Z Language: rust
2026-04-02T06:45:58.000Z helm upgrade --install api ./charts/api
2026-04-02T06:45:58.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-02T06:45:58.000Z ##[error]Deployment failed in production stage",2026-04-02t06:45:58.000z group run ci for pytorch/pytorch 2026-04-02t06:45:58.000z runner image: windows-latest 2026-04-02t06:45:58.000z language: rust 2026-04-02t06:45:58.000z helm upgrade --install api ./charts/api 2026-04-02t06:45:58.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-01T22:52:20.000Z ##[group]Run CI for angular/angular
2026-04-01T22:52:20.000Z Runner image: macos-latest
2026-04-01T22:52:20.000Z Language: python
2026-04-01T22:52:20.000Z helm upgrade --install api ./charts/api
2026-04-01T22:52:20.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T22:52:20.000Z ##[error]Deployment failed in production stage",2026-04-01t22:52:20.000z group run ci for angular/angular 2026-04-01t22:52:20.000z runner image: macos-latest 2026-04-01t22:52:20.000z language: python 2026-04-01t22:52:20.000z helm upgrade --install api ./charts/api 2026-04-01t22:52:20.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-01T22:54:23.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T22:54:23.000Z Runner image: ubuntu-latest
2026-04-01T22:54:23.000Z Language: java
2026-04-01T22:54:23.000Z helm upgrade --install api ./charts/api
2026-04-01T22:54:23.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T22:54:23.000Z ##[error]Deployment failed in production stage",2026-04-01t22:54:23.000z group run ci for tensorflow/tensorflow 2026-04-01t22:54:23.000z runner image: ubuntu-latest 2026-04-01t22:54:23.000z language: java 2026-04-01t22:54:23.000z helm upgrade --install api ./charts/api 2026-04-01t22:54:23.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-01T22:56:36.000Z ##[group]Run CI for nodejs/node
2026-04-01T22:56:36.000Z Runner image: macos-latest
2026-04-01T22:56:36.000Z Language: go
2026-04-01T22:56:36.000Z helm upgrade --install api ./charts/api
2026-04-01T22:56:36.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T22:56:36.000Z ##[error]Deployment failed in production stage",2026-04-01t22:56:36.000z group run ci for nodejs/node 2026-04-01t22:56:36.000z runner image: macos-latest 2026-04-01t22:56:36.000z language: go 2026-04-01t22:56:36.000z helm upgrade --install api ./charts/api 2026-04-01t22:56:36.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-01T22:58:35.000Z ##[group]Run CI for django/django
2026-04-01T22:58:35.000Z Runner image: windows-latest
2026-04-01T22:58:35.000Z Language: node
2026-04-01T22:58:35.000Z helm upgrade --install api ./charts/api
2026-04-01T22:58:35.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T22:58:35.000Z ##[error]Deployment failed in production stage",2026-04-01t22:58:35.000z group run ci for django/django 2026-04-01t22:58:35.000z runner image: windows-latest 2026-04-01t22:58:35.000z language: node 2026-04-01t22:58:35.000z helm upgrade --install api ./charts/api 2026-04-01t22:58:35.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-01T23:00:20.000Z ##[group]Run CI for nodejs/node
2026-04-01T23:00:20.000Z Runner image: windows-latest
2026-04-01T23:00:20.000Z Language: java
2026-04-01T23:00:20.000Z helm upgrade --install api ./charts/api
2026-04-01T23:00:20.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T23:00:20.000Z ##[error]Deployment failed in production stage",2026-04-01t23:00:20.000z group run ci for nodejs/node 2026-04-01t23:00:20.000z runner image: windows-latest 2026-04-01t23:00:20.000z language: java 2026-04-01t23:00:20.000z helm upgrade --install api ./charts/api 2026-04-01t23:00:20.000z,Deployment Error,deploy,high,Release or deployment command failed
"2026-04-02T07:03:00.000Z ##[group]Run CI for apache/spark
2026-04-02T07:03:00.000Z Runner image: macos-latest
2026-04-02T07:03:00.000Z Language: python
2026-04-02T07:03:00.000Z Pulling cache layer from registry
2026-04-02T07:03:00.000Z error: failed to solve: no space left on device
2026-04-02T07:03:00.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t07:03:00.000z group run ci for apache/spark 2026-04-02t07:03:00.000z runner image: macos-latest 2026-04-02t07:03:00.000z language: python 2026-04-02t07:03:00.000z pulling cache layer from registry 2026-04-02t07:03:00.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T15:08:35.000Z ##[group]Run CI for apache/spark
2026-04-02T15:08:35.000Z Runner image: ubuntu-latest
2026-04-02T15:08:35.000Z Language: node
2026-04-02T15:08:35.000Z Pulling cache layer from registry
2026-04-02T15:08:35.000Z error: failed to solve: no space left on device
2026-04-02T15:08:35.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t15:08:35.000z group run ci for apache/spark 2026-04-02t15:08:35.000z runner image: ubuntu-latest 2026-04-02t15:08:35.000z language: node 2026-04-02t15:08:35.000z pulling cache layer from registry 2026-04-02t15:08:35.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T15:12:26.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-02T15:12:26.000Z Runner image: macos-latest
2026-04-02T15:12:26.000Z Language: go
2026-04-02T15:12:26.000Z Pulling cache layer from registry
2026-04-02T15:12:26.000Z error: failed to solve: no space left on device
2026-04-02T15:12:26.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t15:12:26.000z group run ci for spring-projects/spring-boot 2026-04-02t15:12:26.000z runner image: macos-latest 2026-04-02t15:12:26.000z language: go 2026-04-02t15:12:26.000z pulling cache layer from registry 2026-04-02t15:12:26.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T15:04:50.000Z ##[group]Run CI for apache/spark
2026-04-01T15:04:50.000Z Runner image: windows-latest
2026-04-01T15:04:50.000Z Language: node
2026-04-01T15:04:50.000Z Pulling cache layer from registry
2026-04-01T15:04:50.000Z error: failed to solve: no space left on device
2026-04-01T15:04:50.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t15:04:50.000z group run ci for apache/spark 2026-04-01t15:04:50.000z runner image: windows-latest 2026-04-01t15:04:50.000z language: node 2026-04-01t15:04:50.000z pulling cache layer from registry 2026-04-01t15:04:50.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T23:10:34.000Z ##[group]Run CI for vercel/next.js
2026-04-01T23:10:34.000Z Runner image: windows-latest
2026-04-01T23:10:34.000Z Language: python
2026-04-01T23:10:34.000Z Pulling cache layer from registry
2026-04-01T23:10:34.000Z error: failed to solve: no space left on device
2026-04-01T23:10:34.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t23:10:34.000z group run ci for vercel/next.js 2026-04-01t23:10:34.000z runner image: windows-latest 2026-04-01t23:10:34.000z language: python 2026-04-01t23:10:34.000z pulling cache layer from registry 2026-04-01t23:10:34.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T15:24:35.000Z ##[group]Run CI for microsoft/vscode
2026-04-02T15:24:35.000Z Runner image: ubuntu-latest
2026-04-02T15:24:35.000Z Language: go
2026-04-02T15:24:35.000Z Pulling cache layer from registry
2026-04-02T15:24:35.000Z error: failed to solve: no space left on device
2026-04-02T15:24:35.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t15:24:35.000z group run ci for microsoft/vscode 2026-04-02t15:24:35.000z runner image: ubuntu-latest 2026-04-02t15:24:35.000z language: go 2026-04-02t15:24:35.000z pulling cache layer from registry 2026-04-02t15:24:35.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T07:21:49.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-02T07:21:49.000Z Runner image: ubuntu-latest
2026-04-02T07:21:49.000Z Language: rust
2026-04-02T07:21:49.000Z Pulling cache layer from registry
2026-04-02T07:21:49.000Z error: failed to solve: no space left on device
2026-04-02T07:21:49.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t07:21:49.000z group run ci for spring-projects/spring-boot 2026-04-02t07:21:49.000z runner image: ubuntu-latest 2026-04-02t07:21:49.000z language: rust 2026-04-02t07:21:49.000z pulling cache layer from registry 2026-04-02t07:21:49.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T15:08:48.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T15:08:48.000Z Runner image: windows-latest
2026-04-01T15:08:48.000Z Language: rust
2026-04-01T15:08:48.000Z Pulling cache layer from registry
2026-04-01T15:08:48.000Z error: failed to solve: no space left on device
2026-04-01T15:08:48.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t15:08:48.000z group run ci for spring-projects/spring-boot 2026-04-01t15:08:48.000z runner image: windows-latest 2026-04-01t15:08:48.000z language: rust 2026-04-01t15:08:48.000z pulling cache layer from registry 2026-04-01t15:08:48.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T15:09:47.000Z ##[group]Run CI for apache/spark
2026-04-01T15:09:47.000Z Runner image: macos-latest
2026-04-01T15:09:47.000Z Language: node
2026-04-01T15:09:47.000Z Pulling cache layer from registry
2026-04-01T15:09:47.000Z error: failed to solve: no space left on device
2026-04-01T15:09:47.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t15:09:47.000z group run ci for apache/spark 2026-04-01t15:09:47.000z runner image: macos-latest 2026-04-01t15:09:47.000z language: node 2026-04-01t15:09:47.000z pulling cache layer from registry 2026-04-01t15:09:47.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T07:30:22.000Z ##[group]Run CI for vercel/next.js
2026-04-02T07:30:22.000Z Runner image: windows-latest
2026-04-02T07:30:22.000Z Language: python
2026-04-02T07:30:22.000Z Pulling cache layer from registry
2026-04-02T07:30:22.000Z error: failed to solve: no space left on device
2026-04-02T07:30:22.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t07:30:22.000z group run ci for vercel/next.js 2026-04-02t07:30:22.000z runner image: windows-latest 2026-04-02t07:30:22.000z language: python 2026-04-02t07:30:22.000z pulling cache layer from registry 2026-04-02t07:30:22.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T23:22:13.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T23:22:13.000Z Runner image: windows-latest
2026-04-01T23:22:13.000Z Language: python
2026-04-01T23:22:13.000Z Pulling cache layer from registry
2026-04-01T23:22:13.000Z error: failed to solve: no space left on device
2026-04-01T23:22:13.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t23:22:13.000z group run ci for tensorflow/tensorflow 2026-04-01t23:22:13.000z runner image: windows-latest 2026-04-01t23:22:13.000z language: python 2026-04-01t23:22:13.000z pulling cache layer from registry 2026-04-01t23:22:13.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T15:48:10.000Z ##[group]Run CI for angular/angular
2026-04-02T15:48:10.000Z Runner image: macos-latest
2026-04-02T15:48:10.000Z Language: java
2026-04-02T15:48:10.000Z Pulling cache layer from registry
2026-04-02T15:48:10.000Z error: failed to solve: no space left on device
2026-04-02T15:48:10.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t15:48:10.000z group run ci for angular/angular 2026-04-02t15:48:10.000z runner image: macos-latest 2026-04-02t15:48:10.000z language: java 2026-04-02t15:48:10.000z pulling cache layer from registry 2026-04-02t15:48:10.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T23:26:51.000Z ##[group]Run CI for angular/angular
2026-04-01T23:26:51.000Z Runner image: ubuntu-latest
2026-04-01T23:26:51.000Z Language: node
2026-04-01T23:26:51.000Z Pulling cache layer from registry
2026-04-01T23:26:51.000Z error: failed to solve: no space left on device
2026-04-01T23:26:51.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t23:26:51.000z group run ci for angular/angular 2026-04-01t23:26:51.000z runner image: ubuntu-latest 2026-04-01t23:26:51.000z language: node 2026-04-01t23:26:51.000z pulling cache layer from registry 2026-04-01t23:26:51.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T07:42:38.000Z ##[group]Run CI for facebook/react
2026-04-02T07:42:38.000Z Runner image: macos-latest
2026-04-02T07:42:38.000Z Language: java
2026-04-02T07:42:38.000Z Pulling cache layer from registry
2026-04-02T07:42:38.000Z error: failed to solve: no space left on device
2026-04-02T07:42:38.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t07:42:38.000z group run ci for facebook/react 2026-04-02t07:42:38.000z runner image: macos-latest 2026-04-02t07:42:38.000z language: java 2026-04-02t07:42:38.000z pulling cache layer from registry 2026-04-02t07:42:38.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T07:45:18.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-02T07:45:18.000Z Runner image: ubuntu-latest
2026-04-02T07:45:18.000Z Language: java
2026-04-02T07:45:18.000Z Pulling cache layer from registry
2026-04-02T07:45:18.000Z error: failed to solve: no space left on device
2026-04-02T07:45:18.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t07:45:18.000z group run ci for spring-projects/spring-boot 2026-04-02t07:45:18.000z runner image: ubuntu-latest 2026-04-02t07:45:18.000z language: java 2026-04-02t07:45:18.000z pulling cache layer from registry 2026-04-02t07:45:18.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T15:16:08.000Z ##[group]Run CI for angular/angular
2026-04-01T15:16:08.000Z Runner image: windows-latest
2026-04-01T15:16:08.000Z Language: rust
2026-04-01T15:16:08.000Z Pulling cache layer from registry
2026-04-01T15:16:08.000Z error: failed to solve: no space left on device
2026-04-01T15:16:08.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t15:16:08.000z group run ci for angular/angular 2026-04-01t15:16:08.000z runner image: windows-latest 2026-04-01t15:16:08.000z language: rust 2026-04-01t15:16:08.000z pulling cache layer from registry 2026-04-01t15:16:08.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T23:34:44.000Z ##[group]Run CI for django/django
2026-04-01T23:34:44.000Z Runner image: ubuntu-latest
2026-04-01T23:34:44.000Z Language: java
2026-04-01T23:34:44.000Z Pulling cache layer from registry
2026-04-01T23:34:44.000Z error: failed to solve: no space left on device
2026-04-01T23:34:44.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t23:34:44.000z group run ci for django/django 2026-04-01t23:34:44.000z runner image: ubuntu-latest 2026-04-01t23:34:44.000z language: java 2026-04-01t23:34:44.000z pulling cache layer from registry 2026-04-01t23:34:44.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T07:54:53.000Z ##[group]Run CI for nodejs/node
2026-04-02T07:54:53.000Z Runner image: ubuntu-latest
2026-04-02T07:54:53.000Z Language: node
2026-04-02T07:54:53.000Z Pulling cache layer from registry
2026-04-02T07:54:53.000Z error: failed to solve: no space left on device
2026-04-02T07:54:53.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t07:54:53.000z group run ci for nodejs/node 2026-04-02t07:54:53.000z runner image: ubuntu-latest 2026-04-02t07:54:53.000z language: node 2026-04-02t07:54:53.000z pulling cache layer from registry 2026-04-02t07:54:53.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T23:38:36.000Z ##[group]Run CI for vercel/next.js
2026-04-01T23:38:36.000Z Runner image: macos-latest
2026-04-01T23:38:36.000Z Language: go
2026-04-01T23:38:36.000Z Pulling cache layer from registry
2026-04-01T23:38:36.000Z error: failed to solve: no space left on device
2026-04-01T23:38:36.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t23:38:36.000z group run ci for vercel/next.js 2026-04-01t23:38:36.000z runner image: macos-latest 2026-04-01t23:38:36.000z language: go 2026-04-01t23:38:36.000z pulling cache layer from registry 2026-04-01t23:38:36.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T16:20:04.000Z ##[group]Run CI for microsoft/vscode
2026-04-02T16:20:04.000Z Runner image: macos-latest
2026-04-02T16:20:04.000Z Language: go
2026-04-02T16:20:04.000Z Pulling cache layer from registry
2026-04-02T16:20:04.000Z error: failed to solve: no space left on device
2026-04-02T16:20:04.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t16:20:04.000z group run ci for microsoft/vscode 2026-04-02t16:20:04.000z runner image: macos-latest 2026-04-02t16:20:04.000z language: go 2026-04-02t16:20:04.000z pulling cache layer from registry 2026-04-02t16:20:04.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T08:03:44.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-02T08:03:44.000Z Runner image: windows-latest
2026-04-02T08:03:44.000Z Language: rust
2026-04-02T08:03:44.000Z Pulling cache layer from registry
2026-04-02T08:03:44.000Z error: failed to solve: no space left on device
2026-04-02T08:03:44.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t08:03:44.000z group run ci for tensorflow/tensorflow 2026-04-02t08:03:44.000z runner image: windows-latest 2026-04-02t08:03:44.000z language: rust 2026-04-02t08:03:44.000z pulling cache layer from registry 2026-04-02t08:03:44.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T15:22:55.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T15:22:55.000Z Runner image: windows-latest
2026-04-01T15:22:55.000Z Language: go
2026-04-01T15:22:55.000Z Pulling cache layer from registry
2026-04-01T15:22:55.000Z error: failed to solve: no space left on device
2026-04-01T15:22:55.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t15:22:55.000z group run ci for pytorch/pytorch 2026-04-01t15:22:55.000z runner image: windows-latest 2026-04-01t15:22:55.000z language: go 2026-04-01t15:22:55.000z pulling cache layer from registry 2026-04-01t15:22:55.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T08:09:54.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-02T08:09:54.000Z Runner image: macos-latest
2026-04-02T08:09:54.000Z Language: go
2026-04-02T08:09:54.000Z Pulling cache layer from registry
2026-04-02T08:09:54.000Z error: failed to solve: no space left on device
2026-04-02T08:09:54.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t08:09:54.000z group run ci for tensorflow/tensorflow 2026-04-02t08:09:54.000z runner image: macos-latest 2026-04-02t08:09:54.000z language: go 2026-04-02t08:09:54.000z pulling cache layer from registry 2026-04-02t08:09:54.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T16:36:52.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-02T16:36:52.000Z Runner image: macos-latest
2026-04-02T16:36:52.000Z Language: go
2026-04-02T16:36:52.000Z Pulling cache layer from registry
2026-04-02T16:36:52.000Z error: failed to solve: no space left on device
2026-04-02T16:36:52.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t16:36:52.000z group run ci for tensorflow/tensorflow 2026-04-02t16:36:52.000z runner image: macos-latest 2026-04-02t16:36:52.000z language: go 2026-04-02t16:36:52.000z pulling cache layer from registry 2026-04-02t16:36:52.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T08:15:21.000Z ##[group]Run CI for vercel/next.js
2026-04-02T08:15:21.000Z Runner image: windows-latest
2026-04-02T08:15:21.000Z Language: java
2026-04-02T08:15:21.000Z Pulling cache layer from registry
2026-04-02T08:15:21.000Z error: failed to solve: no space left on device
2026-04-02T08:15:21.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t08:15:21.000z group run ci for vercel/next.js 2026-04-02t08:15:21.000z runner image: windows-latest 2026-04-02t08:15:21.000z language: java 2026-04-02t08:15:21.000z pulling cache layer from registry 2026-04-02t08:15:21.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T16:44:50.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-02T16:44:50.000Z Runner image: macos-latest
2026-04-02T16:44:50.000Z Language: node
2026-04-02T16:44:50.000Z Pulling cache layer from registry
2026-04-02T16:44:50.000Z error: failed to solve: no space left on device
2026-04-02T16:44:50.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t16:44:50.000z group run ci for spring-projects/spring-boot 2026-04-02t16:44:50.000z runner image: macos-latest 2026-04-02t16:44:50.000z language: node 2026-04-02t16:44:50.000z pulling cache layer from registry 2026-04-02t16:44:50.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T15:27:40.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T15:27:40.000Z Runner image: macos-latest
2026-04-01T15:27:40.000Z Language: python
2026-04-01T15:27:40.000Z Pulling cache layer from registry
2026-04-01T15:27:40.000Z error: failed to solve: no space left on device
2026-04-01T15:27:40.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t15:27:40.000z group run ci for pytorch/pytorch 2026-04-01t15:27:40.000z runner image: macos-latest 2026-04-01t15:27:40.000z language: python 2026-04-01t15:27:40.000z pulling cache layer from registry 2026-04-01t15:27:40.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T23:56:28.000Z ##[group]Run CI for apache/spark
2026-04-01T23:56:28.000Z Runner image: ubuntu-latest
2026-04-01T23:56:28.000Z Language: python
2026-04-01T23:56:28.000Z Pulling cache layer from registry
2026-04-01T23:56:28.000Z error: failed to solve: no space left on device
2026-04-01T23:56:28.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t23:56:28.000z group run ci for apache/spark 2026-04-01t23:56:28.000z runner image: ubuntu-latest 2026-04-01t23:56:28.000z language: python 2026-04-01t23:56:28.000z pulling cache layer from registry 2026-04-01t23:56:28.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-01T23:58:56.000Z ##[group]Run CI for apache/spark
2026-04-01T23:58:56.000Z Runner image: ubuntu-latest
2026-04-01T23:58:56.000Z Language: go
2026-04-01T23:58:56.000Z Pulling cache layer from registry
2026-04-01T23:58:56.000Z error: failed to solve: no space left on device
2026-04-01T23:58:56.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t23:58:56.000z group run ci for apache/spark 2026-04-01t23:58:56.000z runner image: ubuntu-latest 2026-04-01t23:58:56.000z language: go 2026-04-01t23:58:56.000z pulling cache layer from registry 2026-04-01t23:58:56.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T08:30:16.000Z ##[group]Run CI for microsoft/vscode
2026-04-02T08:30:16.000Z Runner image: ubuntu-latest
2026-04-02T08:30:16.000Z Language: java
2026-04-02T08:30:16.000Z Pulling cache layer from registry
2026-04-02T08:30:16.000Z error: failed to solve: no space left on device
2026-04-02T08:30:16.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t08:30:16.000z group run ci for microsoft/vscode 2026-04-02t08:30:16.000z runner image: ubuntu-latest 2026-04-02t08:30:16.000z language: java 2026-04-02t08:30:16.000z pulling cache layer from registry 2026-04-02t08:30:16.000z,Infrastructure Error,build,high,Runner or external service instability
"2026-04-02T17:04:40.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-02T17:04:40.000Z Runner image: windows-latest
2026-04-02T17:04:40.000Z Language: node
2026-04-02T17:04:40.000Z Pulling cache layer from registry
2026-04-02T17:04:40.000Z error: failed to solve: no space left on device
2026-04-02T17:04:40.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t17:04:40.000z group run ci for tensorflow/tensorflow 2026-04-02t17:04:40.000z runner image: windows-latest 2026-04-02t17:04:40.000z language: node 2026-04-02t17:04:40.000z pulling cache layer from registry 2026-04-02t17:04:40.000z,Infrastructure Error,build,high,Runner or external service instability
